"Yes","MB",-0.214,0.405,-0.549,0.28500000000000003,-0.2853333333333333,0.405,-0.732,0.28500000000000003,0.16035835499733747,2023,3,27,"S0107-TC-20230327-1140"
"Yes","MB",-0.17300000000000001,-0.307,0.162,0.068,-0.2306666666666667,-0.307,0.216,0.068,0.25510208333333334,2023,3,27,"S0107-TC-20230327-1140"
"Yes","MB",-0.937,-0.297,-0.461,-0.384,-1.2493333333333334,-0.297,-0.6146666666666667,-0.384,0.2717555688791496,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",0.406,-0.01,-0.28,0.162,0.5413333333333333,-0.01,-0.37333333333333335,0.162,0.6050996181529106,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",-0.339,0.679,0.079,-0.005,-0.452,0.679,0.10533333333333333,-0.005,0.5838573333333333,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",-0.051000000000000004,0.29,0.799,0.6,-0.068,0.29,1.0653333333333332,0.6,0.3906466942976951,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",-0.188,0.093,-0.241,-0.096,-0.25066666666666665,0.093,-0.3213333333333333,-0.096,0.030536083333333335,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",-0.246,0.23700000000000002,0.217,0.368,-0.32799999999999996,0.23700000000000002,0.28933333333333333,0.368,0.29568559054376153,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",-0.637,0.466,-0.799,0.483,-0.8493333333333333,0.466,-1.0653333333333332,0.483,0.025030924395833244,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",0.158,0.366,-0.442,0.098,0.21066666666666667,0.366,-0.5893333333333333,0.098,0.4859364496512943,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",-0.14100000000000001,-0.058,0.587,-0.01,-0.188,-0.058,0.7826666666666666,-0.01,0.4918406574543374,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",-0.41300000000000003,0.212,0.17500000000000002,-0.274,-0.5506666666666666,0.212,0.23333333333333334,-0.274,0.5783436200316819,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",-0.583,0.107,0.054,0.189,-0.7773333333333332,0.107,0.072,0.189,0.5406818961098669,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",0.548,-0.708,-0.684,0.648,0.7306666666666667,-0.708,-0.912,0.648,0.937488550984835,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",0.275,0.23500000000000001,0.222,0.162,0.3666666666666667,0.23500000000000001,0.296,0.162,0.00774208333333334,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",0.663,0.5740000000000001,-0.436,-0.326,0.884,0.5740000000000001,-0.5813333333333333,-0.326,0.940492907906389,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",-0.897,-0.073,0.043000000000000003,-0.024,-1.196,-0.073,0.05733333333333333,-0.024,0.9686081640755401,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",-0.217,0.926,0.318,-0.211,-0.28933333333333333,0.926,0.424,-0.211,0.8517745454656146,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",-0.561,0.531,-0.401,-0.008,-0.748,0.531,-0.5346666666666666,-0.008,0.25202408333333337,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",0.448,-0.448,0.076,-0.228,0.5973333333333333,-0.448,0.10133333333333333,-0.228,0.22081199999999993,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",0.978,0.046,-0.005,-0.538,1.3039999999999998,0.046,-0.006666666666666666,-0.538,0.912296620604663,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",-0.162,0.962,-0.678,0.56,-0.216,0.962,-0.904,0.56,0.25280885523974767,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",-0.524,0.834,0.302,-0.379,-0.6986666666666667,0.834,0.4026666666666666,-0.379,0.961892761304137,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",-0.839,0.265,-0.384,0.112,-1.1186666666666665,0.265,-0.512,0.112,0.2935900833333331,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",0.418,0.892,-0.5680000000000001,0.28800000000000003,0.5573333333333332,0.892,-0.7573333333333334,0.28800000000000003,0.7463275780030743,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",0.534,0.42,-0.395,0.527,0.712,0.42,-0.5266666666666666,0.527,0.6578789901385795,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",-0.5650000000000001,-0.302,-0.318,-0.359,-0.7533333333333334,-0.302,-0.424,-0.359,0.08378208333333337,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",-0.397,-0.898,-0.684,0.002,-0.5293333333333333,-0.898,-0.912,0.002,0.4386120017327278,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",0.299,-0.128,-0.06,0.151,0.3986666666666666,-0.128,-0.07999999999999999,0.151,0.23022208333333322,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",0.7010000000000001,0.021,-0.557,0.159,0.9346666666666668,0.021,-0.7426666666666667,0.159,0.8805572827036349,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",0.35100000000000003,0.254,0.307,0.76,0.468,0.254,0.4093333333333333,0.76,0.13569032318775778,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",0.08,0.9570000000000001,-0.546,0.274,0.10666666666666666,0.9570000000000001,-0.728,0.274,0.550935787349732,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",0.28,0.047,-0.024,0.59,0.37333333333333335,0.047,-0.032,0.59,0.2873836314996513,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",-0.739,-0.396,0.434,0.219,-0.9853333333333333,-0.396,0.5786666666666667,0.219,0.937312987653264,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",-0.496,-0.604,0.857,0.027,-0.6613333333333333,-0.604,1.1426666666666665,0.027,0.8172159002772592,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",0.121,0.435,-0.362,0.038,0.16133333333333333,0.435,-0.48266666666666663,0.038,0.42925875,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",0.556,-0.021,-0.34600000000000003,0.203,0.7413333333333334,-0.021,-0.4613333333333334,0.203,0.7720501346024151,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",-0.363,-0.624,-0.043000000000000003,0.057,-0.484,-0.624,-0.05733333333333333,0.057,0.4843540833333333,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",-0.183,-0.406,-0.052000000000000005,-0.75,-0.244,-0.406,-0.06933333333333333,-0.75,0.09688485700463169,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",-0.519,-0.218,-0.329,-0.53,-0.692,-0.218,-0.43866666666666665,-0.53,0.12100695879622349,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",-0.034,0.47900000000000004,-0.156,-0.156,-0.04533333333333334,0.47900000000000004,-0.208,-0.156,0.3222640833333334,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",-0.202,0.362,-0.315,0.005,-0.2693333333333333,0.362,-0.42,0.005,0.11261208333333331,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",-0.126,0.055,0.024,0.038,-0.16799999999999998,0.055,0.032,0.038,0.030216749999999994,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",0.367,0.633,0.423,0.2,0.4893333333333333,0.633,0.564,0.2,0.14479808333333333,2023,3,28,"S0107-TC-20230328-1054"
"No","MB",-0.223,-0.393,-0.428,0.376,-0.29733333333333334,-0.393,-0.5706666666666667,0.376,0.4010034196677152,2023,3,28,"S0107-TC-20230328-1054"
"Yes","MB",-0.021,0.9420000000000001,0.082,0.318,-0.028,0.9420000000000001,0.10933333333333334,0.318,0.3061773333333334,2023,3,28,"S0107-TC-20230328-1054"
